	label	title	auth	year	freq	htid	file	path	words	read	pre	verb	nounp
576	p	Modern belief in immortality, by Newman Smyth.	Smyth, Newman i. e. Samuel Phillips Newman, 1843-	1910.0	0.122186714	uc2.ark:/13960/t2m61fx2t	uc2.ark+=13960=t2m61fx2t	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/2m/61/fx/2t/ark+=13960=t2m61fx2t/uc2.ark+=13960=t2m61fx2t.basic.json.bz2	114924.0	11.934578382011587	0.3932437430649735	0.10997702829696147	0.0455692457624169
577	p	The world and the individual.	Royce, Josiah, 1855-1916.	1901.0	0.122164387	uc2.ark:/13960/t5n876703	uc2.ark+=13960=t5n876703	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/5n/87/67/03/ark+=13960=t5n876703/uc2.ark+=13960=t5n876703.basic.json.bz2	220876.0	13.950214349862978	0.4185455243212127	0.1196236802549847	0.017240442601278546
578	?	Creative intelligence; essays in the pragmatic attitude, by John Dewey, Addison, W. Moore, Harold Chapman Brown [and others]	Dewey, John, 1859-1952.; Moore, Addison Webster, 1866-1930.; Brown, Harold Chapman, 1879-; Mead, George Herbert, 1863-1931.; Bode, Boyd Henry, 1873-1953.; Stuart, Henry Waldgrave, 1871-; Tufts, James Hayden, 1862-1942; Kallen, Horace Meyer, 1882-1974.	1917.0	0.12214193	uc2.ark:/13960/t5v69m236	uc2.ark+=13960=t5v69m236	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/5v/69/m2/36/ark+=13960=t5v69m236/uc2.ark+=13960=t5v69m236.basic.json.bz2	8157.0	15.356168025032748	0.4126405347918566	0.1384087286992767	0.025744759102611255
579	theo	The secret of Swedenborg: being an elucidation of his doctrine of the divine natural humanity. By Henry James.	James, Henry, 1811-1882.	1869.0	0.12212282199999999	uc2.ark:/13960/t9j38mq3m	uc2.ark+=13960=t9j38mq3m	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/9j/38/mq/3m/ark+=13960=t9j38mq3m/uc2.ark+=13960=t9j38mq3m.basic.json.bz2	22397.0	15.381041814619888	0.4588155972581189	0.13291958744474708	0.02777157655043086
580	soc	The economic interpretation of history / by Edwin R.A. Seligman.	Seligman, Edwin R. A. 1861-1939.	1917.0	0.122118807	uc2.ark:/13960/t7qn62f2p	uc2.ark+=13960=t7qn62f2p	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/7q/n6/2f/2p/ark+=13960=t7qn62f2p/uc2.ark+=13960=t7qn62f2p.basic.json.bz2	125081.0	11.400092792766767	0.47075573179220015	0.13253012048192772	0.024799929645589656
581	?	Heat and cold; or, The key to the universe, by Jerry Sheehy. Published by the author.	Sheehy, Jerry.	1908.0	0.12208886699999999	uc2.ark:/13960/t8z894p8b	uc2.ark+=13960=t8z894p8b	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/8z/89/4p/8b/ark+=13960=t8z894p8b/uc2.ark+=13960=t8z894p8b.basic.json.bz2	19631.0	12.385576131434778	0.40085237362377174	0.13356426060822169	0.031786460190515
582	p	The approach to philosophy.	Perry, Ralph Barton, 1876-1957.	1905.0	0.122078744	uc2.ark:/13960/t0cv4pq9c	uc2.ark+=13960=t0cv4pq9c	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/0c/v4/pq/9c/ark+=13960=t0cv4pq9c/uc2.ark+=13960=t0cv4pq9c.basic.json.bz2	123657.0	11.928831566663813	0.421303386081334	0.1329645713546342	0.031854241975787866
583	sci	Social and ethical interpretations in mental development; a study in social psychology, by James Mark Baldwin.	Baldwin, James Mark, 1861-1934.	1906.0	0.122061147	uc2.ark:/13960/t05x2gg6c	uc2.ark+=13960=t05x2gg6c	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/05/x2/gg/6c/ark+=13960=t05x2gg6c/uc2.ark+=13960=t05x2gg6c.basic.json.bz2	12178.0	13.328821674507108	0.3840768153630726	0.12686812284447363	0.029150927902775497
584	sci	The growth of the child mind, by Margaret E. Schallenberger.	Schallenberger, Margaret Everitt, 1862-	1913.0	0.122044554	uc2.ark:/13960/t48p5xm0d	uc2.ark+=13960=t48p5xm0d	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/48/p5/xm/0d/ark+=13960=t48p5xm0d/uc2.ark+=13960=t48p5xm0d.basic.json.bz2	54954.0	14.094086431017683	0.42677405518753275	0.11800778833205953	0.015412890781380792
585	p	The testimony of reason,	Phillips, Samuel Louis, 1838-	1903.0	0.122021065	yale.39002088446696	yale.39002088446696	basic/yale/pairtree_root/39/00/20/88/44/66/96/39002088446696/yale.39002088446696.basic.json.bz2	169667.0	17.82304346389881	0.4428195518698668	0.09555776904171112	0.03903528676760949
586	theo	A faith that enquires; the Gifford lectures delivered in the University of Glasgow in the years 1920 and 1921, by Sir Henry Jones.	Jones, Henry, Sir, 1852-1922.	1922.0	0.122015468	uc2.ark:/13960/t6445r833	uc2.ark+=13960=t6445r833	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/64/45/r8/33/ark+=13960=t6445r833/uc2.ark+=13960=t6445r833.basic.json.bz2	173949.0	14.274347136903287	0.34388147955619813	0.11537289665361687	0.01869513478088405
587	?	Moral sanitation, by Ernest R. Groves.	Groves, Ernest Rutherford, 1878-1946.	1916.0	0.122002821	uc2.ark:/13960/t9p26tk1g	uc2.ark+=13960=t9p26tk1g	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/9p/26/tk/1g/ark+=13960=t9p26tk1g/uc2.ark+=13960=t9p26tk1g.basic.json.bz2	86248.0	12.024620050760209	0.6002501737317582	0.15814859475002319	0.01845839903533995
588	p	The ethical problem; three lectures on ethics as a science byDr. Paul Carus.	Carus, Paul, 1852-1919.	1899.0	0.12200216800000001	uc2.ark:/13960/t33200064	uc2.ark+=13960=t33200064	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/33/20/00/64/ark+=13960=t33200064/uc2.ark+=13960=t33200064.basic.json.bz2	108861.0	17.437866636589508	0.45414489682902753	0.13073552511918868	0.024940061178934606
589	ed	Moral principles in education, by John Dewey ...	Dewey, John, 1859-1952.	1909.0	0.121970565	loc.ark:/13960/t2s47d89d	loc.ark+=13960=t2s47d89d	basic/loc/pairtree_root/ar/k+/=1/39/60/=t/2s/47/d8/9d/ark+=13960=t2s47d89d/loc.ark+=13960=t2s47d89d.basic.json.bz2	110285.0	14.398530549860553	0.31241104812447235	0.10734914086231129	0.03432923788366505
590	soc	Philosophy of history; an introduction to the philosophical study of politics, by Alfred H. Lloyd.	Lloyd, Alfred H. 1864-1927.	1899.0	0.121968205	uc2.ark:/13960/t1jh3h40b	uc2.ark+=13960=t1jh3h40b	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/1j/h3/h4/0b/ark+=13960=t1jh3h40b/uc2.ark+=13960=t1jh3h40b.basic.json.bz2	7750.0	13.740974742451822	0.42548596112311016	0.132	0.016516129032258065
591	theo	Christian ethics / by Adolf Wuttke ; with a special preface by Dr. Riehm ; translated by John P. Lacroix.	Wuttke, Adolf, 1819-1870.; Lacroix, John Power, d. 1879.	1873.0	0.121939301	uc2.ark:/13960/t2891277n	uc2.ark+=13960=t2891277n	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/28/91/27/7n/ark+=13960=t2891277n/uc2.ark+=13960=t2891277n.basic.json.bz2	20476.0	13.364860865961216	0.3919642857142857	0.13200820472748584	0.04800742332486814
592	soc	The nation: the foundations of civil order and political life in the United States. By E. Mulford.	Mulford, Elisha, 1833-1885.	1877.0	0.121917748	uc2.ark:/13960/t5z60fh1h	uc2.ark+=13960=t5z60fh1h	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/5z/60/fh/1h/ark+=13960=t5z60fh1h/uc2.ark+=13960=t5z60fh1h.basic.json.bz2	62394.0	16.485052333305408	0.42060047825701885	0.1166939128762381	0.03343270186235856
593	?	The pathway of roses.	Larson, Christian D. 1874-	1912.0	0.12190878599999999	uc2.ark:/13960/t6g15wh4f	uc2.ark+=13960=t6g15wh4f	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/6g/15/wh/4f/ark+=13960=t6g15wh4f/uc2.ark+=13960=t6g15wh4f.basic.json.bz2	32025.0	14.071137015437877	0.4066738786718815	0.133551912568306	0.021826697892271662
594	theo	The evolution of theology in the Greek philosophers.	Caird, Edward, 1835-1908.	1904.0	0.12189755	uc2.ark:/13960/t25b0dm68	uc2.ark+=13960=t25b0dm68	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/25/b0/dm/68/ark+=13960=t25b0dm68/uc2.ark+=13960=t25b0dm68.basic.json.bz2	77777.0	12.649546410820943	0.3924687877567459	0.12593697365545084	0.02472453295961531
595	soc	Principles of justice in taxation ...	Weston, Stephen Francis, 1855-1935.	1903.0	0.121764075	uc2.ark:/13960/t3028x63n	uc2.ark+=13960=t3028x63n	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/30/28/x6/3n/ark+=13960=t3028x63n/uc2.ark+=13960=t3028x63n.basic.json.bz2	20666.0	13.302071177682144	0.38962665998496615	0.13098809639020614	0.05032420400658086
596	p	The passing of Plato / Oliver P. Jenkins.	Jenkins, Oliver P. 1850-	1897.0	0.121754578	uc2.ark:/13960/t3ws8vp8t	uc2.ark+=13960=t3ws8vp8t	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/3w/s8/vp/8t/ark+=13960=t3ws8vp8t/uc2.ark+=13960=t3ws8vp8t.basic.json.bz2	34168.0	15.761921035325809	0.41571493832800366	0.12374151252634044	0.03023296651837977
597	p	Comte and Mill, / by Thomas Whittaker.	Whittaker, Thomas, 1856-1935.	1908.0	0.121753938	uc2.ark:/13960/t73t9h90k	uc2.ark+=13960=t73t9h90k	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/73/t9/h9/0k/ark+=13960=t73t9h90k/uc2.ark+=13960=t73t9h90k.basic.json.bz2	95772.0	11.141456942183172	0.4236706210746685	0.1289207701624692	0.03391387879547258
598	theo	The social philosophy and religion of Comte. By Edward Caird ...	Caird, Edward, 1835-1908.	1893.0	0.12174832599999999	uc2.ark:/13960/t6zw1kx51	uc2.ark+=13960=t6zw1kx51	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/6z/w1/kx/51/ark+=13960=t6zw1kx51/uc2.ark+=13960=t6zw1kx51.basic.json.bz2	247811.0	13.682031389647758	0.3734014530313974	0.12143125204288752	0.018292166207311215
599	p	"The critical philosophy of Kant: being an introduction to the study of the ""Critique of pure reason."" By Archibald Weir ..."	Weir, Archibald, 1859-	1881.0	0.12174708599999999	mdp.39015026496557	mdp.39015026496557	basic/mdp/pairtree_root/39/01/50/26/49/65/57/39015026496557/mdp.39015026496557.basic.json.bz2	33277.0	13.029387361822412	0.46359474228326686	0.12702467169516482	0.034528352916428764
600	sci	Human psychology. First division, The intellect : an introduction to philosophy.	Janes, E.	1884.0	0.12173416699999999	uc2.ark:/13960/t1ng4kj9v	uc2.ark+=13960=t1ng4kj9v	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/1n/g4/kj/9v/ark+=13960=t1ng4kj9v/uc2.ark+=13960=t1ng4kj9v.basic.json.bz2	222263.0	10.376244244315739	0.4943652115157219	0.13367946981728854	0.02430454011688855
601	p	Comte and Mill / by Thomas Whittaker.	Whittaker, Thomas, 1856-1935.	1908.0	0.12171244099999999	uc2.ark:/13960/t5fb5026b	uc2.ark+=13960=t5fb5026b	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/5f/b5/02/6b/ark+=13960=t5fb5026b/uc2.ark+=13960=t5fb5026b.basic.json.bz2	104487.0	12.301382477644989	0.4157888305022608	0.12272340099725325	0.018078804061749307
602	soc	The service of the state. Four lectures on the political teaching of T. H. Green,	Muirhead, John H. 1855-1940.	1908.0	0.121675406	uc2.ark:/13960/t1mg7h93t	uc2.ark+=13960=t1mg7h93t	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/1m/g7/h9/3t/ark+=13960=t1mg7h93t/uc2.ark+=13960=t1mg7h93t.basic.json.bz2	148630.0	15.181383115318784	0.359440869758154	0.11968646975711499	0.01755365673148086
603	p	A brief text-book of logic and mental philosophy.	Coppens, Charles, 1835-1920.	1891.0	0.121660385	uc2.ark:/13960/t07w6b264	uc2.ark+=13960=t07w6b264	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/07/w6/b2/64/ark+=13960=t07w6b264/uc2.ark+=13960=t07w6b264.basic.json.bz2	294209.0	16.20293770786533	0.3798345901240574	0.09917099748818017	0.05800298427308478
604	p	The elements of moral science, theoretical and practical.	Porter, Noah, 1811-1892.	1885.0	0.121658994	uc2.ark:/13960/t6zw1hw3s	uc2.ark+=13960=t6zw1hw3s	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/6z/w1/hw/3s/ark+=13960=t6zw1hw3s/uc2.ark+=13960=t6zw1hw3s.basic.json.bz2	48114.0	13.941233318658075	0.4310153558708472	0.12102506546950992	0.03535353535353535
605	ed	The new program of religious education, by George Herbert Betts.	Betts, George Herbert, 1868-1934.	1921.0	0.121618979	uc2.ark:/13960/t00z7bv9s	uc2.ark+=13960=t00z7bv9s	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/00/z7/bv/9s/ark+=13960=t00z7bv9s/uc2.ark+=13960=t00z7bv9s.basic.json.bz2	22070.0	18.20581037002108	0.3045021068973165	0.12582691436338922	0.008608971454463071
606	p	An introduction to systematic philosophy, by Walter T. Marvin ...	Marvin, Walter Taylor, 1872-	1903.0	0.121611884	uc2.ark:/13960/t74t6sk14	uc2.ark+=13960=t74t6sk14	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/74/t6/sk/14/ark+=13960=t74t6sk14/uc2.ark+=13960=t74t6sk14.basic.json.bz2	7139.0	11.340598755967562	0.3504330446369087	0.12592800112060512	0.01933043843675585
607	ed	Social principles of education,	Betts, George Herbert, 1868-1934.	1912.0	0.12158214699999999	uc2.ark:/13960/t44q7t88d	uc2.ark+=13960=t44q7t88d	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/44/q7/t8/8d/ark+=13960=t44q7t88d/uc2.ark+=13960=t44q7t88d.basic.json.bz2	243548.0	15.258981920236106	0.4022577209797657	0.1188061490958661	0.03715489349122144
608	p	An introductory study of ethics,	Fite, Warner.	1903.0	0.121580301	uc2.ark:/13960/t0zp42d1k	uc2.ark+=13960=t0zp42d1k	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/0z/p4/2d/1k/ark+=13960=t0zp42d1k/uc2.ark+=13960=t0zp42d1k.basic.json.bz2	16105.0	14.078204793160456	0.40097227223622617	0.12877988202421609	0.01893821794473766
609	p	History of modern philosophy from Nicolas of Cusa to the present time, by Richard Falckenberg ...	Falckenberg, Richard Friedrich Otto, 1851-1920.; Armstrong, Andrew Campbell, 1860-	1897.0	0.121567878	uc2.ark:/13960/t6sx6gh15	uc2.ark+=13960=t6sx6gh15	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/6s/x6/gh/15/ark+=13960=t6sx6gh15/uc2.ark+=13960=t6sx6gh15.basic.json.bz2	119149.0	11.57588028526957	0.44285747036841744	0.1432156375630513	0.013974099656732327
610	theo	A protest against agnosticism; the rationale or philosophy of belief ...	Fitzgerald, Penelope Frederica, Mrs.	1890.0	0.121567453	uc2.ark:/13960/t9n29rp67	uc2.ark+=13960=t9n29rp67	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/9n/29/rp/67/ark+=13960=t9n29rp67/uc2.ark+=13960=t9n29rp67.basic.json.bz2	49754.0	14.708396733465062	0.3669344900675309	0.1418981388431081	0.006290951481287937
611	sci	Principles of animal understandings; a constructive essay on the intercourse in the animal world, by Hermann Toenjes.	Toenjes, Hermann.	1905.0	0.121538385	uc2.ark:/13960/t3ws8k212	uc2.ark+=13960=t3ws8k212	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/3w/s8/k2/12/ark+=13960=t3ws8k212/uc2.ark+=13960=t3ws8k212.basic.json.bz2	35327.0	16.52676767252034	0.3367332778240355	0.11325614968720808	0.0351006312452232
612	x	Gold, the further rising of prices and the coming financial storm, by C.A. Bowsher ...	Bowsher, Columbus Austin, 1861-	1913.0	0.121523754	uc2.ark:/13960/t1kh0ng6j	uc2.ark+=13960=t1kh0ng6j	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/1k/h0/ng/6j/ark+=13960=t1kh0ng6j/uc2.ark+=13960=t1kh0ng6j.basic.json.bz2	13751.0	15.344638678065476	0.35175126428170067	0.12493636826412624	0.02610719220420333
613	p	A critical history of philosophy.	Mahan, Asa, 1799-1889.	1883.0	0.121522579	uc2.ark:/13960/t08w3b860	uc2.ark+=13960=t08w3b860	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/08/w3/b8/60/ark+=13960=t08w3b860/uc2.ark+=13960=t08w3b860.basic.json.bz2	3764.0	14.193910425904082	0.43907420013614706	0.13496280552603612	0.040382571732199786
614	?	Croce and literary criticism, by O. K. Struckmeyer.	Struckmeyer, Otto Keith.	1921.0	0.121515468	uc2.ark:/13960/t82j6cn8b	uc2.ark+=13960=t82j6cn8b	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/82/j6/cn/8b/ark+=13960=t82j6cn8b/uc2.ark+=13960=t82j6cn8b.basic.json.bz2	21971.0	15.610673172348616	0.4476968960565558	0.1334486368394702	0.028401074143188747
615	theo	God; nature and attributes.	Foster, Randolph S. 1820-1903.	1897.0	0.121452109	yale.39002088676367	yale.39002088676367	basic/yale/pairtree_root/39/00/20/88/67/63/67/39002088676367/yale.39002088676367.basic.json.bz2	7011.0	14.329529554773398	0.41161706704912154	0.12195121951219512	0.02496077592354871
616	sci	The evolution of consciousness.	Hall, Leonard.	1901.0	0.121430148	uc2.ark:/13960/t8df6p163	uc2.ark+=13960=t8df6p163	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/8d/f6/p1/63/ark+=13960=t8df6p163/uc2.ark+=13960=t8df6p163.basic.json.bz2	10667.0	12.693490583258598	0.3772615590797409	0.12777725696071998	0.02409299709384082
617	soc	Pax economica, freedom of international exchange the sole method for the permanent and universal abolition of war,	Lambert, Henri.	1917.0	0.121384736	uc2.ark:/13960/t2h709z2n	uc2.ark+=13960=t2h709z2n	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/2h/70/9z/2n/ark+=13960=t2h709z2n/uc2.ark+=13960=t2h709z2n.basic.json.bz2	139955.0	13.33296247554589	0.314314171883893	0.09965346004072738	0.0633203529705977
618	theo	Special providence and prayer / by the Rev. W. P. Wilkinson, M.A., rector of Lutterworth. Talbot collection of British pamphlets	Wilkinson, W. F.	1872.0	0.12135465699999999	uiuo.ark:/13960/t6vx0pq06	uiuo.ark+=13960=t6vx0pq06	basic/uiuo/pairtree_root/ar/k+/=1/39/60/=t/6v/x0/pq/06/ark+=13960=t6vx0pq06/uiuo.ark+=13960=t6vx0pq06.basic.json.bz2	15408.0	12.866600123803863	0.4405293631100083	0.1154595015576324	0.024922118380062305
619	theo	Science the handmaid of religion : an address delivered to members of the Lay Helpers Association, in the Diocese of London, in S. Paul's Cathedral / by J.J. Coxhead, M.A., vicar of S. John's, Fitzroy Square. Talbot collection of British pamphlets	Coxhead, John James.; Rivingtons (Firm),	1877.0	0.12131050800000001	uiuo.ark:/13960/t4gm8jj3q	uiuo.ark+=13960=t4gm8jj3q	basic/uiuo/pairtree_root/ar/k+/=1/39/60/=t/4g/m8/jj/3q/ark+=13960=t4gm8jj3q/uiuo.ark+=13960=t4gm8jj3q.basic.json.bz2	7866.0	10.434275400859367	0.3990130419457173	0.12395118230358505	0.036994660564454614
620	p	The testimony of reason,	Phillips, Samuel Louis, 1838-	1903.0	0.12127535699999999	uc2.ark:/13960/t7dr2st8x	uc2.ark+=13960=t7dr2st8x	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/7d/r2/st/8x/ark+=13960=t7dr2st8x/uc2.ark+=13960=t7dr2st8x.basic.json.bz2	42308.0	8.068402530883688	0.4542706885087348	0.139618984589203	0.025219816583152123
621	p	The present position of the philosophical sciences. An inaugural lecture by Andrew Seth ...	Seth Pringle-Pattison, A. 1856-1931.	1891.0	0.121262711	uc2.ark:/13960/t11n81r1q	uc2.ark+=13960=t11n81r1q	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/11/n8/1r/1q/ark+=13960=t11n81r1q/uc2.ark+=13960=t11n81r1q.basic.json.bz2	14968.0	13.270700094607381	0.414288098814889	0.13548904329235703	0.029596472474612508
622	ed	Methods of training social workers, by Emory S. Bogardus ...	Bogardus, Emory S. 1882-1973.	1921.0	0.12123083300000001	uc2.ark:/13960/t5j963d1m	uc2.ark+=13960=t5j963d1m	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/5j/96/3d/1m/ark+=13960=t5j963d1m/uc2.ark+=13960=t5j963d1m.basic.json.bz2	15178.0	20.526002162768894	0.4063021007002334	0.1039003821320332	0.03024113848991962
623	soc	A history of political theories from Rousseau to Spencer, by William Archibald Dunning.	Dunning, William Archibald, 1857-1922.	1920.0	0.12120366699999999	uc2.ark:/13960/t2p55rn8n	uc2.ark+=13960=t2p55rn8n	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/2p/55/rn/8n/ark+=13960=t2p55rn8n/uc2.ark+=13960=t2p55rn8n.basic.json.bz2	114646.0	12.769548575866306	0.37737742409745395	0.10548122045252342	0.025966889381225686
624	?	The right of the child to be well born / by George E. Dawson.	Dawson, George Ellsworth, 1861-1936	1912.0	0.121166791	uc2.ark:/13960/t7tm7542v	uc2.ark+=13960=t7tm7542v	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/7t/m7/54/2v/ark+=13960=t7tm7542v/uc2.ark+=13960=t7tm7542v.basic.json.bz2	123735.0	13.415482202978495	0.47482956988146663	0.13768133511132663	0.022063280397623956
625	soc	The Menace to the ideal of the free state; an address delivered on the occasion of Founders' day at Ursinus college,	Haas, John Augustus William, 1862- [from old catalog]	1918.0	0.121159265	loc.ark:/13960/t3cz3qj8j	loc.ark+=13960=t3cz3qj8j	basic/loc/pairtree_root/ar/k+/=1/39/60/=t/3c/z3/qj/8j/ark+=13960=t3cz3qj8j/loc.ark+=13960=t3cz3qj8j.basic.json.bz2	133157.0	13.964969563846186	0.3924898785425101	0.11987353274705799	0.03395240205171339
626	?	Method in grammar and language.	Neet, George Wallace. [from old catalog]	1900.0	0.121154095	loc.ark:/13960/t5s75w068	loc.ark+=13960=t5s75w068	basic/loc/pairtree_root/ar/k+/=1/39/60/=t/5s/75/w0/68/ark+=13960=t5s75w068/loc.ark+=13960=t5s75w068.basic.json.bz2	35436.0	13.875789070592315	0.42944873925294413	0.12563494751100576	0.014448583361553222
627	?	Some psychic problems.	Frysinger, W. Maslin.	1919.0	0.12111710699999999	uc2.ark:/13960/t54f1td9x	uc2.ark+=13960=t54f1td9x	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/54/f1/td/9x/ark+=13960=t54f1td9x/uc2.ark+=13960=t54f1td9x.basic.json.bz2	88195.0	15.0575572890059	0.39198190662081356	0.12262599920630421	0.037575826294007596
628	?	Fiction as art and life / by Robert Saunders Dowst.	Dowst, Robert Saunders.	1919.0	0.121107016	uc2.ark:/13960/t1hh6jb65	uc2.ark+=13960=t1hh6jb65	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/1h/h6/jb/65/ark+=13960=t1hh6jb65/uc2.ark+=13960=t1hh6jb65.basic.json.bz2	156307.0	14.384564376818378	0.38170736003946026	0.12568854881739142	0.022935633081052034
629	ed	The philosophy of education, by Johann Karl Friedrich Rosenkranz. Translated from the German by Anna C. Brackett.	Rosenkranz, Karl, 1805-1879.; Brackett, Anna C. 1836-1911.	1903.0	0.121106964	uc2.ark:/13960/t03x85z4m	uc2.ark+=13960=t03x85z4m	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/03/x8/5z/4m/ark+=13960=t03x85z4m/uc2.ark+=13960=t03x85z4m.basic.json.bz2	158787.0	14.834892140613537	0.46386329068623067	0.09835817793648094	0.03393224886168263
630	x	Magic, white and black; or The science of finate [!] and infinate life, containing practical hints for students of occultism, by Franz Hartmann ...	Hartmann, Franz, d. 1912.	1890.0	0.121073234	uc2.ark:/13960/t9k35qw4r	uc2.ark+=13960=t9k35qw4r	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/9k/35/qw/4r/ark+=13960=t9k35qw4r/uc2.ark+=13960=t9k35qw4r.basic.json.bz2	23296.0	11.919439142051274	0.4044871103440837	0.13762019230769232	0.023480425824175824
631	soc	The philosophical theory of the state.	Bosanquet, Bernard, 1848-1923.	1920.0	0.12106943099999999	uc2.ark:/13960/t68340713	uc2.ark+=13960=t68340713	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/68/34/07/13/ark+=13960=t68340713/uc2.ark+=13960=t68340713.basic.json.bz2	177020.0	14.111308840365762	0.36527988634622616	0.12245508982035928	0.024500056490792
632	?	The evolution of immortality; suggestions of an individual immortality based upon our organic and life history, by C. T. Stockwell.	Stockwell, C. T. 1841-1911.	1906.0	0.121056806	uc2.ark:/13960/t10p10z0w	uc2.ark+=13960=t10p10z0w	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/10/p1/0z/0w/ark+=13960=t10p10z0w/uc2.ark+=13960=t10p10z0w.basic.json.bz2	42618.0	13.308742002349252	0.3764986542696354	0.13264348397390774	0.0204373738795814
633	p	Old criticism and new pragmatism, by J. M. O'Sullivan.	O'Sullivan, J. M.	1909.0	0.121051701	uc2.ark:/13960/t00001w77	uc2.ark+=13960=t00001w77	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/00/00/1w/77/ark+=13960=t00001w77/uc2.ark+=13960=t00001w77.basic.json.bz2	101410.0	13.045595020237116	0.40847371107708014	0.12604279656838577	0.04062715708510009
634	sci	Elements of psychology: included in a critical examination of Locke's Essay on the human understanding. By Victor Cousin. Tr. from the French, with an introduction, notes, and additions, by C. S. Henry.	Cousin, Victor, 1792-1867.; Henry, C. S. 1804-1884,	1834.0	0.12098531400000001	uc2.ark:/13960/t4bp00701	uc2.ark+=13960=t4bp00701	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/4b/p0/07/01/ark+=13960=t4bp00701/uc2.ark+=13960=t4bp00701.basic.json.bz2	58752.0	14.08407764793996	0.3954641731673296	0.12789351851851852	0.053393927015250545
635	theo	Christian ethics / by Adolf Wuttke ; with a special preface by Dr. Riehm ; translated by John P. Lacroix.	Wuttke, Adolf, 1819-1870.; Lacroix, John Power, d. 1879.	1873.0	0.120981461	uc2.ark:/13960/t8kd1rc57	uc2.ark+=13960=t8kd1rc57	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/8k/d1/rc/57/ark+=13960=t8kd1rc57/uc2.ark+=13960=t8kd1rc57.basic.json.bz2	4707.0	6.972439683764367	0.6245265151515151	0.13108136817505842	0.04695134905459953
636	x	Scientific occultism, a hypothetical basis of life.	Hatch, David Patterson, 1846-1912.	1905.0	0.12096178699999999	uc2.ark:/13960/t8tb1145w	uc2.ark+=13960=t8tb1145w	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/8t/b1/14/5w/ark+=13960=t8tb1145w/uc2.ark+=13960=t8tb1145w.basic.json.bz2	33740.0	16.498880694435098	0.4186145952109464	0.13675163011262598	0.02874925903971547
637	sci	Introduction to juristic psychology, by Prabodh Chandra Bose ...	Bose, Prabodh Chandra.	1917.0	0.120951204	uc2.ark:/13960/t6057h73m	uc2.ark+=13960=t6057h73m	basic/uc2/pairtree_root/ar/k+/=1/39/60/=t/60/57/h7/3m/ark+=13960=t6057h73m/uc2.ark+=13960=t6057h73m.basic.json.bz2	16388.0	11.810227037205621	0.4412788857233302	0.12985111056870882	0.02947278496460825
